molecule,crp,intprd,cas,drugid
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,3474
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,16696
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,26574
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,48181
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,65069
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,69973
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,73625
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,90562
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,96077
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,101639
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,109933
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,134678-17-4,113752
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,136470-78-5,6242
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,136470-78-5,48181
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,136470-78-5,69973
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,188062-50-2,6242
ABACAVIR#LAMIVUDINE,GLAXOSMITHKLINE,EPZICOM,188062-50-2,26574
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,3474
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,16696
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,26574
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,48181
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,65069
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,69973
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,73625
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,90562
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,96077
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,101639
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,109933
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,134678-17-4,113752
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,136470-78-5,6242
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,136470-78-5,48181
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,136470-78-5,69973
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,188062-50-2,6242
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,188062-50-2,26574
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,30516-87-1,16696
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,30516-87-1,26574
ABACAVIR#LAMIVUDINE#ZIDOVUDINE,GLAXOSMITHKLINE,TRIZIVIR,30516-87-1,44316
ABARELIX,GLAXOSMITHKLINE,PLENAXIS,183552-38-7,14912
ABEMACICLIB,LILLY,VERZENIO,1231929-97-7,72538
ABIRATERONE_ACETATE,JOHNSON_&_JOHNSON,ZYTIGA,154229-18-2,10309
ABIRATERONE_ACETATE,JOHNSON_&_JOHNSON,ZYTIGA,154229-18-2,77813
ACALABRUTINIB,ASTRAZENECA,CALQUENCE,1420477-60-6,89714
ACAMPROSATE,ALLERGAN,CAMPRAL,77337-76-9,10402
ACARBOSE,BAYER,GLUCOBAY,56180-94-0,6051
ACEMANNAN,CARRINGTON_LAB,CARRASYN HYDROGEL,110042-95-0,8959
ACETYLCYSTEINE,CUMBERLAND_PHARMAC,ACETADOTE,616-91-1,72900
ACETYLCYSTEINE,CUMBERLAND_PHARMAC,ACETADOTE,616-91-1,95553
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,50-78-2,15574
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,50-78-2,19460
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,50-78-2,46197
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,50-78-2,56276
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,50-78-2,63942
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,50-78-2,64893
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,73590-58-6,34063
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,73590-58-6,44305
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,73590-58-6,45877
ACETYLSALICYLIC_ACID#OMEPRAZOLE,GENUS_LIFESCIENCES,YOSPRALA,73590-58-6,63942
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,50-78-2,15574
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,50-78-2,19460
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,50-78-2,46197
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,50-78-2,56276
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,50-78-2,63942
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,50-78-2,64893
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,81093-37-0,4155
ACETYLSALICYLIC_ACID#PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVIGARD PAC,81093-37-0,46197
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,50-23-7,17335
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,50-23-7,48942
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,59277-89-3,17335
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,59277-89-3,44258
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,59277-89-3,53498
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,59277-89-3,87715
ACICLOVIR#HYDROCORTISONE,BAUSCH_HEALTH,XERESE,59277-89-3,87725
ACITRETIN,GLAXOSMITHKLINE,SORIATANE,55079-83-9,2417
ACLIDINIUM_BROMIDE,ASTRAZENECA,EKLIRA GENUAIR,320345-99-1,31012
ACLIDINIUM_BROMIDE,ASTRAZENECA,EKLIRA GENUAIR,320345-99-1,60482
ACRIVASTINE#PSEUDOEPHEDRINE,ENDO_INTERNATIONAL,SEMPREX-D,87848-99-5,5920
ACRIVASTINE#PSEUDOEPHEDRINE,ENDO_INTERNATIONAL,SEMPREX-D,90-82-4,13110
ACRIVASTINE#PSEUDOEPHEDRINE,ENDO_INTERNATIONAL,SEMPREX-D,90-82-4,48398
ACRIVASTINE#PSEUDOEPHEDRINE,ENDO_INTERNATIONAL,SEMPREX-D,90-82-4,91390
ACRIVASTINE#PSEUDOEPHEDRINE,ENDO_INTERNATIONAL,SEMPREX-D,90-82-4,91396
ADAPALENE,NESTLE,DIFFERINE,106685-40-9,9411
ADAPALENE#BENZOYL_PEROXIDE,NESTLE,EPIDUO,106685-40-9,9411
ADAPALENE#BENZOYL_PEROXIDE,NESTLE,EPIDUO,94-36-0,78987
ADAPALENE#BENZOYL_PEROXIDE,NESTLE,EPIDUO,94-36-0,90148
ADEFOVIR_DIPIVOXIL,GILEAD_SCIENCES,HEPSERA,142340-99-6,6747
AFATINIB,BOEHRINGER_INGEL,GIOTRIF,850140-72-6,54449
AFLIBERCEPT,REGENERON,EYLEA,862111-32-8,29992
AFLIBERCEPT,REGENERON,EYLEA,862111-32-8,53547
ALBENDAZOLE,AMNEAL_PHARM,ALBENZA,54965-21-8,12132
ALCAFTADINE,ALLERGAN,LASTACAFT,147084-10-4,56370
ALECTINIB,ROCHE,ALECENSA,1256580-46-7,69066
ALENDRONIC_ACID,MERCK_&_CO,FOSAMAX,66376-36-1,2472
ALENDRONIC_ACID,MERCK_&_CO,FOSAMAX,66376-36-1,52781
ALENDRONIC_ACID,MERCK_&_CO,FOSAMAX,66376-36-1,62266
ALENDRONIC_ACID#COLECALCIFEROL,MERCK_&_CO,FOSAMAX PLUS D,66376-36-1,2472
ALENDRONIC_ACID#COLECALCIFEROL,MERCK_&_CO,FOSAMAX PLUS D,66376-36-1,52781
ALENDRONIC_ACID#COLECALCIFEROL,MERCK_&_CO,FOSAMAX PLUS D,66376-36-1,62266
ALENDRONIC_ACID#COLECALCIFEROL,MERCK_&_CO,FOSAMAX PLUS D,67-97-0,52781
ALFUZOSIN,CONCORDIA,UROXATRAL,81403-80-7,47478
ALISKIREN,NODEN_PHARMA,TEKTURNA,173334-57-1,29717
ALISKIREN,NODEN_PHARMA,TEKTURNA,173334-57-1,54291
ALISKIREN,NODEN_PHARMA,TEKTURNA,173334-57-1,61906
ALISKIREN,NODEN_PHARMA,TEKTURNA,173334-57-1,61908
ALISKIREN,NODEN_PHARMA,TEKTURNA,173334-57-1,70338
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,173334-57-1,29717
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,173334-57-1,54291
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,173334-57-1,61906
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,173334-57-1,61908
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,173334-57-1,70338
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,2500
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,33475
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,44413
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,54288
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,55609
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,59553
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,61090
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,61906
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,61908
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,70525
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,73272
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,90955
ALISKIREN#AMLODIPINE,NOVARTIS,TEKAMLO,88150-42-9,117869
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,173334-57-1,29717
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,173334-57-1,54291
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,173334-57-1,61906
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,173334-57-1,61908
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,173334-57-1,70338
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,3517
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,16073
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,24189
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,46939
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,47877
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,52092
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,54363
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,59553
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,61908
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,69924
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70332
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70334
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70337
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70338
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70340
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70341
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70342
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,70525
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,58-93-5,80291
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,2500
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,33475
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,44413
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,54288
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,55609
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,59553
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,61090
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,61906
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,61908
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,70525
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,73272
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,90955
ALISKIREN#AMLODIPINE#HYDROCHLOROTHIAZIDE,NOVARTIS,AMTURNIDE,88150-42-9,117869
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,173334-57-1,29717
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,173334-57-1,54291
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,173334-57-1,61906
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,173334-57-1,61908
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,173334-57-1,70338
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,3517
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,16073
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,24189
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,46939
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,47877
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,52092
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,54363
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,59553
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,61908
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,69924
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70332
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70334
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70337
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70338
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70340
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70341
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70342
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,70525
ALISKIREN#HYDROCHLOROTHIAZIDE,NODEN_PHARMA,TEKTURNA HCT,58-93-5,80291
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,2773
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,16073
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,54288
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,54291
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,58782
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,70525
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,75647
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,137862-53-4,99721
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,173334-57-1,29717
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,173334-57-1,54291
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,173334-57-1,61906
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,173334-57-1,61908
ALISKIREN#VALSARTAN,NOVARTIS,VALTURNA,173334-57-1,70338
ALITRETINOIN,EISAI,PANRETIN,5300-03-8,6591
ALLOPURINOL#LESINURAD,IRONWOOD,DUZALLO,878672-00-5,60236
ALMOTRIPTAN,JOHNSON_&_JOHNSON,AXERT,154323-57-6,10524
ALMOTRIPTAN,JOHNSON_&_JOHNSON,AXERT,181183-52-8,10524
ALOGLIPTIN,TAKEDA,NESINA,850649-61-5,47480
ALOGLIPTIN,TAKEDA,NESINA,850649-61-5,59795
ALOGLIPTIN,TAKEDA,NESINA,850649-61-5,64334
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,1115-70-4,6050
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,1115-70-4,49077
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,1115-70-4,49829
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,6050
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,27454
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,29182
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,48279
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,49077
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,49829
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,54657
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,55177
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,56555
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,56823
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,59100
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,59370
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,64334
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,67614
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,68567
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,68598
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,74198
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,82005
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,84865
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,657-24-9,93902
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,850649-61-5,47480
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,850649-61-5,59795
ALOGLIPTIN#METFORMIN,TAKEDA,KAZANO,850649-61-5,64334
ALOSETRON,SEBELA_PHARMACEUT,LOTRONEX,122852-42-0,2479
ALPRAZOLAM,PFIZER,XANAX,28981-97-7,44259
ALPRAZOLAM,PFIZER,XANAX,28981-97-7,91549
ALTRETAMINE,EISAI,HEXALEN,645-05-6,13010
ALVIMOPAN,MERCK_&_CO,ENTEREG,156053-89-3,9447
ALVIMOPAN,MERCK_&_CO,ENTEREG,170098-38-1,9447
AMANTADINE,ADAMAS_PHARMA_INC,GOCOVRI,768-94-5,65752
AMANTADINE,ADAMAS_PHARMA_INC,GOCOVRI,768-94-5,69001
AMBRISENTAN,GILEAD_SCIENCES,LETAIRIS,177036-94-1,18425
AMFETAMINE,TRIS_PHARMA,DYANAVEL XR,300-62-9,25009
AMFETAMINE,TRIS_PHARMA,DYANAVEL XR,300-62-9,83871
AMFETAMINE,TRIS_PHARMA,DYANAVEL XR,300-62-9,90362
AMFETAMINE,TRIS_PHARMA,DYANAVEL XR,300-62-9,91271
AMFETAMINE,TRIS_PHARMA,DYANAVEL XR,51-64-9,25009
AMIFOSTINE,CUMBERLAND_PHARMAC,ETHYOL,20537-88-6,2495
AMINOLEVULINIC_ACID,SUN_PHARMA,LEVULAN,106-60-5,7932
AMINOLEVULINIC_ACID,SUN_PHARMA,LEVULAN,106-60-5,51204
AMINOLEVULINIC_ACID,SUN_PHARMA,LEVULAN,106-60-5,71946
AMIODARONE,PFIZER,CORDARONE,1951-25-3,44374
AMIODARONE,PFIZER,CORDARONE,1951-25-3,57749
